_id,id.senator,id.member,bio.fulltitle,links.aph,bio.title,bio.prefname,bio.surname,bio.postnominal,bio.postnominalyear,bio.othername,bio.gender,date#bio.dateofbirth,bio.placeofbirth,date#bio.dateofdeath,date#bio.servicefrom,date#bio.serviceto,bio.servicedaystotal,bio.olb,division[0].status,division[0].parltype,division[0].aecdivid,division[0].divname,division[0].divstate,division[0].starttype,date#division[0].startdate,date#division[0].enddate,division[0].endtype,division[0].endreason,division[1].parltype,division[1].aecdivid,division[1].divname,division[1].divstate,division[1].starttype,date#division[1].startdate,date#division[1].enddate,division[1].endtype,division[1].endreason,division[2].parltype,division[2].aecdivid,division[2].divname,division[2].divstate,division[2].starttype,date#division[2].startdate,date#division[2].enddate,date#division[2].endtype,division[2].endreason,division[3].parltype,division[3].aecdivid,division[3].divname,division[3].divstate,division[3].starttype,date#division[3].startdate,date#division[3].enddate,,division[3].endreason,party.count,party[0].partyname,party[0].partycode,party[0].coalition,date#party[0].startdate,date#party[0].enddate,party[1].partyname,party[1].partycode,party[1].coalition,date#party[1].startdate,date#party[1].enddate,party[2].partyname,party[2].partycode,party[2].coalition,date#party[2].startdate,date#party[2].enddate,parliamentaryposition[0].status,parliamentaryposition[0].chamber,parliamentaryposition[0].title,date#parliamentaryposition[0].startdate,date#parliamentaryposition[0].enddate,parliamentaryposition[1].chamber,parliamentaryposition[1].title,date#parliamentaryposition[1].startdate,date#parliamentaryposition[1].enddate,,,,,,,,,,,,
"""JME""",,H0616,"Ashley-Brown, Alfred",aph bio,,Alfred,ASHLEY-BROWN,,,,Male,1915-10-05,"Strathfield, NSW",1993-02-05,1972-12-02,1974-05-18,532,Former Member for Mitchell (1972-1974),Former,Member,,Mitchell,NSW,1972-HOUSE,1972-12-02,1974-05-18,1974-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1972-12-02,1974-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JMF""",,H0473,"Aston, William John (Later Sir William)",aph bio,the Hon. Sir,William,ASTON,KCMG,,,Male,1916-09-19,"Sydney, NSW",1997-05-21,1955-12-10,1972-12-02,5481,Former Member for Phillip (1963-1972) et al.,Former,Member,,Phillip,NSW,1963-HOUSE,1963-11-30,1972-12-02,1972-HOUSE,Defeated,Member,,Phillip,NSW,1955-FULL,1955-12-10,1961-12-09,1961-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1955-12-10,1972-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JMG""",,H0097,"Atkinson, Llewellyn",aph bio,The Hon.,Llewellyn,ATKINSON,,,,Male,1867-12-18,"Launceston, TAS",1945-11-01,1906-12-12,1929-10-12,8340,Former Member for Wilmot (1906-1929),Former,Member,,Wilmot,TAS,1906-FULL,1906-12-12,1929-10-12,1929-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JMI""",,H0816,"Atkinson, Rodney Alexander",aph bio,,Rodney,ATKINSON,,,,Male,1948-08-07,"Adelaide, SA",,1990-03-24,1996-03-02,2170,Former Member for Isaacs (1990-1996),Former,Member,,Isaacs,VIC,1990-FULL,1990-03-24,1996-03-02,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1990-03-24,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JE4""",S0378,,"Aulich, Terrence Gordon",aph bio,The Hon.,Terence,AULICH,,,,Male,1945-10-05,"Bathurst, NSW",,1984-12-01,1993-06-30,3133,Former Senator for Tasmania (1984-1993),Former,Senator,,Tasmania,TAS,1984-FULL-NEW,1984-12-01,1993-06-30,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K0Z""",S0166,,"Aylett, William Edward",aph bio,,Bill,AYLETT,,,,Male,1900-11-15,"Wynyard, TAS",1976-08-10,1938-07-01,1965-06-30,9861,Former Senator for Tasmania (1938-1965),Former,Senator,,Tasmania,TAS,1937-FULL,1938-07-01,1965-06-30,1964-SENATE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""J7Q""",S0534,,"Back, Christopher John",aph bio,Dr,Chris,BACK,,,,Male,1950-02-11,"Perth, WA",,2009-03-11,,2303,Current Senator for Western Australia (2009- ),Current,Senator,,Western Australia,WA,2009-CASUAL1-WA,2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Liberal,LP,LPNP,2009-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNM""",S0142,H0325,"Badman, Albert Oliver",aph bio,,Albert,BADMAN,,,,Male,1885-12-18,"Yacka, SA",1977-04-24,1932-07-01,1943-08-21,4045,Former Member for Grey (1937-1943) et al.,Former,Member,,Grey,SA,1937-FULL,1937-10-23,1943-08-21,1943-FULL,Defeated,Senator,,South Australia,SA,1931-FULL,1932-07-01,1937-09-30,1937-CASUAL2-SA,Resigned,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JT4""",,H0817,"Bailey, Frances Esther",aph bio,the Hon.,Fran,BAILEY,,,,Female,1946-05-21,"Brisbane, QLD",,1990-03-24,2010-07-19,6337,Former Member for McEwen (1996-2010) et al.,Former,Member,,McEwen,VIC,1996-CASUAL1,1996-03-02,2010-07-19,2010-FULL,Retired,Member,,McEwen,VIC,1990-FULL,1990-03-24,1993-03-13,1993-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1990-03-24,2010-07-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNO""",,H0661,"Baillieu, Marshall",aph bio,,Marshall,BAILLIEU,,,,Male,1937-06-06,"Melbourne, VIC",,1975-12-13,1980-10-18,1771,Former Member for La Trobe (1975-1980),Former,Member,,La Trobe,VIC,1975-DOUBLE,1975-12-13,1980-10-18,1980-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1980-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MP6""",,H0938,"Baird, Bruce George",aph bio,The Hon.,Bruce,BAIRD,,,,Male,1942-02-28,"Sydney, NSW",,1998-10-03,2007-10-17,3301,Former Member for Cook ii (1998-2007),Former,Member,,Cook ii,NSW,1998-FULL,1998-10-03,2007-10-17,2007-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1998-10-03,2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNP""",,H0278,"Baker, Francis Matthew John",aph bio,,Frank,BAKER,,,,Male,1903-00-00,"Bundaberg, QLD",1939-03-28,1931-12-19,1939-03-28,2656,Former Member for Griffith (1934-1939) et al.,Former,Member,,Griffith,QLD,1934-FULL,1934-09-15,1939-03-28,1939-BY1-GRIFFITH,Died,Member,,Oxley,QLD,1931-FULL,1931-12-19,1934-09-15,1934-FULL,Moved at Redistribution (to Griffith),,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNR""",,H0337,"Baker, Francis Patrick",aph bio,,Frank,BAKER,,,,Male,1873-05-30,"Leyburn, QLD",1959-06-02,1940-09-21,1943-08-21,1064,Former Member for Maranoa (1940-1943),Former,Member,,Maranoa,QLD,1940-FULL,1940-09-21,1943-08-21,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1940-09-21,1943-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DYK""",,H0998,"Baker, Mark Horden",aph bio,,Mark,BAKER,,,,Male,1958-12-31,"La Trobe, TAS",,2004-10-09,2007-11-24,1141,Former Member for Braddon (2004-2007),Former,Member,,Braddon,TAS,2004-FULL,2004-10-09,2007-11-24,2007-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,2004-10-09,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""L2E""",S0001,,"Baker, Sir Richard Chaffey",aph bio,the Hon. Sir,Richard,BAKER,KCMG,,,Male,1841-06-22,"Adelaide, SA",1911-03-18,1901-03-30,1906-12-31,2102,Former Senator for South Australia (1901-1906),Former,Senator,,South Australia,SA,1901-FULL2,1901-03-30,1906-12-31,1906-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K18""",S0069,,"Bakhap, Thomas Jerome Kingston",aph bio,,Thomas,BAKHAP,,,,Male,1866-10-29,"Ballarat, VIC",1923-08-18,1913-07-01,1923-08-18,3700,Former Senator for Tasmania (1913-1923),Former,Senator,,Tasmania,TAS,1913-FULL,1913-07-01,1923-08-18,1923-CASUAL1-TAS,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""MD4""",,H0738,"Baldwin, Peter Jeremy",aph bio,the Hon.,Peter,BALDWIN,,,,Male,1951-04-12,"Aldershot, England",,1983-03-05,1998-08-31,5658,Former Member for Sydney (1983-1998),Former,Member,,Sydney,NSW,1983-DOUBLE,1983-03-05,1998-08-31,1998-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1983-03-05,1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LL6""",,H0889,"Baldwin, Robert Charles",aph bio,the Hon.,Bob,BALDWIN,,,,Male,1955-03-09,"Gloucester, England",,1996-03-02,,5926,Current Member for Paterson (2001- ) et al.,Current,Member,,Paterson,NSW,2001-FULL,2001-11-10,,,,Member,,Paterson,NSW,1996-CASUAL1,1996-03-02,1998-10-03,1998-FULL,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNV""",,H0058,"Bamford, Frederick William",aph bio,The Hon.,Frederick,BAMFORD,,,,Male,1849-02-11,"Dubbo, NSW",1934-09-10,1901-03-30,1925-10-03,8953,Former Member for Herbert (1901-1925),Former,Member,,Herbert,QLD,1901-FULL2,1901-03-30,1925-10-03,1925-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNZ""",,H0494,"Bandidt, Henry Norman Charles",aph bio,,Henry,BANDIDT,,,,Male,1906-10-12,"Galton, QLD",1990-01-06,1958-11-22,1961-12-09,1113,Former Member for Wide Bay (1958-1961),Former,Member,,Wide Bay,QLD,1958-FULL,1958-11-22,1961-12-09,1961-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Country Party,CP,,1958-11-22,1961-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""M3C""",,H1067,"Bandt, Adam Paul",aph bio,,Adam,BANDT,,,,Male,1972-03-11,"Adelaide, SA",,2010-08-21,,1775,Current Member for Melbourne (2010- ),Current,Member,,Melbourne,VIC,2010-FULL,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,The Greens,GRN,,2010-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1I""",S0060,,"Barker, Stephen",aph bio,,Stephen,BARKER,,,,Male,1845-00-00,"London, England",1924-06-21,1910-07-01,1924-06-21,4008,Former Senator for Victoria (1923-1924) et al.,Former,Senator,,Victoria,VIC,1922-FULL,1923-07-01,1924-06-21,1924-CASUAL1-VIC,Died,Senator,,Victoria,VIC,1910-FULL,1910-07-01,1920-06-30,1919-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JNX""",,H0305,"Barnard, Herbert Claude",aph bio,The Hon.,Herbert,BARNARD,,,,Male,1890-10-16,"Mole Creek, TAS",1957-12-06,1934-09-15,1949-12-10,5565,Former Member for Bass (1934-1949),Former,Member,,Bass,TAS,1934-FULL,1934-09-15,1949-12-10,1949-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JO8""",,H0467,"Barnard, Lance Herbert",aph bio,The Hon.,Lance,BARNARD,,,,Male,1919-05-01,"Launceston, TAS",1997-08-06,1954-05-29,1975-06-02,7674,Former Member for Bass (1954-1975),Former,Member,,Bass,TAS,1954-HOUSE,1954-05-29,1975-06-02,1975-BY-BASS,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1954-05-29,1975-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOA""",,H0495,"Barnes, Charles Edward",aph bio,The Hon.,Charles,BARNES,,,,Male,1901-11-13,"Einasleigh, QLD",1998-10-24,1958-11-22,1972-11-02,5094,Former Member for McPherson (1958-1972),Former,Member,,McPherson,QLD,1958-FULL,1958-11-22,1972-11-02,1972-HOUSE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Country Party,CP,,1958-11-22,1972-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1L""",S0070,,"Barnes, John",aph bio,The Hon.,John,BARNES,,,,Male,1868-07-17,"Hamilton, SA",1938-01-31,1913-07-01,1938-01-31,6787,Former Senator for Victoria (1938-1938) et al.,Former,Senator,,Victoria,VIC,1938-FULL,1938-07-01,1938-01-31,1938-CASUAL1-VIC,died before taking seat,Senator,,Victoria,VIC,1922-FULL,1923-07-01,1935-06-30,1934-FULL,Defeated,Senator,,Victoria,Vic,1913-FULL,1913-07-01,1920-06-30,1919-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""00AUF""",S0486,,"Barnett, Guy",aph bio,,Guy,BARNETT,,,,Male,1962-04-05,"Launceston, TAS",,2002-02-26,2011-06-30,3411,Former Senator for Tasmania (2002-2011),Former,Senator,,Tasmania,TAS,2002-CASUAL2-TAS,2002-02-26,2011-06-30,2010-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ZJ6""",,H0890,"Barresi, Phillip Anthony",aph bio,,Phil,BARRESI,,,,Male,1955-08-08,"Patti, Italy",,1996-03-02,2007-11-24,4284,Former Member for Deakin (1996-2007),Former,Member,,Deakin,VIC,1996-CASUAL1,1996-03-02,2007-11-24,2007-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1O""",S0002,,"Barrett, John George",aph bio,,John,BARRETT,,,,Male,1858-12-17,"Carlton, VIC",1928-05-19,1901-03-29,1903-12-31,1007,Former Senator for Victoria (1901-1903),Former,Senator,,Victoria,VIC,1901-FULL1,1901-03-29,1903-12-31,1903-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DT6""",S0471,,"Bartlett, Andrew John Julian",aph bio,,Andrew,BARTLETT,,,,Male,1964-08-04,"Brisbane, QLD",,1997-10-30,2008-06-30,3896,Former Senator for Queensland (1997-2008),Former,Senator,,Queensland,QLD,1997-CASUAL6-QLD,1997-10-30,2008-06-30,2007-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""0K6""",,H0891,"Bartlett, Kerry Joseph",aph bio,,Kerry,BARTLETT,,,,Male,1949-04-15,"Sydney, NSW",,1996-03-02,2007-11-24,4284,Former Member for Macquarie (1996-2007),Former,Member,,Macquarie,NSW,1996-CASUAL1,1996-03-02,2007-11-24,2007-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1996-03-02,2007-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""BU4""",,H0492,"Anthony, John Douglas",,Rt. Hon.,Doug,ANTHONY,"AC, CH",,,Male,1929-12-31,"Murwillumbah, NSW",,1957-09-14,1984-01-18,9622,Former Member for Richmond (1957-1984),Former,Member,,Richmond,NSW,1957-BY-RICHMOND,1957-09-14,1984-01-18,1984-BY1-CORANGAMITE,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1P""",S0119,,"Barwell, Sir Henry Newman",aph bio,the Hon. Sir,Henry,BARWELL,KCMG,,,Male,1877-02-26,"Adelaide, SA",1959-09-30,1925-12-18,1928-03-22,825,Former Senator for South Australia (1925-1928),Former,Senator,,South Australia,SA,1925-CASUAL4-SA,1925-12-18,1928-03-22,1928-CASUAL1-SA,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""DQF""",,H0487,"Snedden, Billy Mackie (Later Sir Billy)",,Rt. Hon. Sir,Billy,SNEDDEN,"KCMG, QC",,,Male,1926-12-31,"Perth, WA",1987-06-27,1955-12-10,1983-04-21,9994,Former Member for Bruce (1955-1983),Former,Member,,Bruce,VIC,1955-FULL,1955-12-10,1983-04-21,1983-BY2-BRUCE,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1955-12-10,1983-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOC""",,H0059,"Batchelor, Egerton Lee",aph bio,the Hon. ,Egerton,BATCHELOR,,,,Male,1865-04-10,"Adelaide, SA",1911-10-08,1901-03-30,1911-10-08,3844,Former Member for Boothby (1903-1911) et al.,Former,Member,,Boothby,SA,1903-FULL,1903-12-16,1911-10-08,1911-BY3-BOOTHBY,Died,Member,,South Australia (HoR),SA,1901-FULL2,1901-03-30,1903-12-16,1903-FULL,Abolished at Redistribution (to Boothby),,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1901-03-30,1911-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOE""",,H0388,"Bate, Henry Jefferson",aph bio,,Henry,BATE,,,,Male,1906-03-05,"Tilba, NSW",1984-04-15,1949-12-10,1972-12-02,8393,Former Member for Macarthur (1949-1972),Former,Member,,Macarthur,NSW,1949-FULL,1949-12-10,1972-12-02,1972-HOUSE,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LE4""",S0388,H0662,"Baume, Michael Ehrenfried",aph bio,,Michael,BAUME,,,,Male,1930-07-06,"Sydney, NSW",,1975-12-13,1996-09-09,6727,Former Senator for New South Wales (1985-1996) et al.,Former,Senator,,New South Wales,NSW,1984-FULL,1985-07-01,1996-09-09,1996-CASUAL6-NSW,Resigned,Member,,Macarthur,NSW,1975-DOUBLE,1975-12-13,1983-03-05,1983-DOUBLE,Defeated,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1975-12-13,1996-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""ME4""",S0309,,"Baume, Peter Erne",aph bio,The Hon.,Peter,BAUME,AO,,,Male,1935-01-30,"Sydney, NSW",,1974-05-18,1991-01-28,6099,Former Senator for New South Wales (1974-1991),Former,Senator,,New South Wales,NSW,1974-DOUBLE,1974-05-18,1991-01-28,1991-CASUAL1-NSW,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOG""",,H0171,"Bayley, James Garfield",aph bio,,James,BAYLEY,,,,Male,1882-03-26,"Franklin, TAS",1968-01-14,1917-05-05,1931-12-19,5341,Former Member for Oxley (1917-1931),Former,Member,,Oxley,QLD,1917-FULL,1917-05-05,1931-12-19,1931-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,The Nationals,NAT,,1917-05-05,1931-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""NE4""",S0395,,"Beahan, Michael Eamon",aph bio,the Hon.,Michael,BEAHAN,,,,Male,1937-01-21,"London, England",,1987-07-11,1996-06-30,3277,Former Senator for Western Australia (1987-1996),Former,Senator,,Western Australia,WA,1987-DOUBLE,1987-07-11,1996-06-30,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""OE4""",,H0771,"Beale, Julian Howard",aph bio,,Julian,BEALE,,,,Male,1934-10-10,"Sydney, NSW",,1984-12-01,1996-03-02,4109,Former Member for Bruce (1990-1996) et al.,Former,Member,,Bruce,VIC,1990-FULL,1990-03-24,1996-03-02,1996-FULL,Defeated,Member,,Deakin,VIC,1984-FULL,1984-12-01,1990-03-24,1990-FULL,Moved at Redistribution (to Bruce),,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1984-12-01,1996-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOI""",,H0374,"Beale, Oliver Howard",aph bio,The Hon.,Oliver,BEALE,QC,,,Male,1898-12-10,"Tamworth, NSW",1983-10-17,1946-09-28,1958-02-10,4153,Former Member for Parramatta (1946-1958),Former,Member,,Parramatta,NSW,1946-FULL,1946-09-28,1958-02-10,1958-BY-PARRAMATTA,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1946-09-28,1958-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOK""",,H0123,"Beard, Henry Elisha",aph bio,,Henry,BEARD,,,,Male,1864-00-00,VIC,1910-12-18,1910-04-13,1910-12-18,249,Former Member for Batman (1910-1910),Former,Member,,Batman,VIC,1910-FULL,1910-04-13,1910-12-18,1911-BY1-BATMAN,Died,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1910-04-13,1910-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""QS4""",,H0481,"Fraser, John Malcolm",,Rt. Hon.,Malcolm,FRASER,"AC, CH, GCL",,,Male,1930-05-21,"Melbourne, VIC",2015-03-20,1955-12-10,1983-03-31,9973,Former Member for Wannon (1955-1983),Former,Member,,Wannon,VIC,1955-FULL,1955-12-10,1983-03-31,1983-BY1-WANNON,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Liberal Party,LIB,,1955-12-10,1983-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOO""",,H0514,"Beaton, Noel Lawrence",aph bio,,Noel,BEATON,,,,Male,1925-12-28,"Mooroopna, VIC",2004-12-18,1960-07-16,1969-04-09,3189,Former Member for Bendigo (1960-1969),Former,Member,,Bendigo,VIC,1960-BY4-BENDIGO,1960-07-16,1969-04-09,1969-BY2-BENDIGO,Resigned,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1960-07-16,1969-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""PE4""",,H0708,"Beazley, Kim Christian",aph bio,The Hon.,Kim,BEAZLEY,,,,Male,1948-12-14,"Perth, WA",,1980-10-18,2007-10-17,9860,Former Member for Brand (1996-2007) et al.,Former,Member,,Brand,WA,1996-CASUAL1,1996-03-02,2007-10-17,2007-FULL,Retired,Member,,Swan,WA,1980-FULL,1980-10-18,1996-03-02,1996-FULL,Moved to Brand,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1980-10-18,2007-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JF7""",,H0371,"Beazley, Kim Edward",aph bio,The Hon.,Kim,BEAZLEY,,,,Male,1917-09-30,"Northam, WA",2007-10-12,1945-08-18,1977-11-10,11772,Former Member for Fremantle (1945-1977),Former,Member,,Fremantle,WA,1945-BY-FREMANTLE,1945-08-18,1977-11-10,1977-FULL,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1945-08-18,1977-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOQ""",,H0338,"Beck, Arthur James",aph bio,,Arthur,BECK,MC ,,,Male,1882-07-08,"Launceston, TAS",1965-11-28,1940-09-21,1943-08-21,1064,Former Member for Denison (1940-1943),Former,Member,,Denison,TAS,1940-FULL,1940-09-21,1943-08-21,1943-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,ONE,United Australia Party,UAP,,1940-09-21,1943-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""QE4""",,H0739,"Beddall, David Peter",aph bio,The Hon.,David,BEDDALL,,,,Male,1948-11-27,"Manchester, England",,1983-03-05,1998-08-31,5658,Former Member for Rankin (1984-1998) et al.,Former,Member,,Rankin,QLD,1984-FULL,1984-12-01,1998-08-31,1998-FULL,Retired,Member,,Fadden,QLD,1983-DOUBLE,1983-03-05,1984-12-01,1984-FULL,Moved at Redistribution (to Rankin),,,,,,,,,,,,,,,,,,,ONE,Australian Labor Party,ALP,,1983-03-05,1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1Q""",S0187,,"Beerworth, Frederick Hubert",aph bio,,Fred,BEERWORTH,,,,Male,1886-05-17,"Quorn, SA",1968-05-17,1946-09-28,1951-03-19,1633,Former Senator for South Australia (1946-1951),Former,Senator,,South Australia,SA,1946-FULL,1946-09-28,1951-03-19,1951-DOUBLE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""JOS""",,H0189,"Bell, George John (Later Sir George)",aph bio,the Hon. Sir,George,BELL,"KCMG, DSO, VD",,,Male,1872-11-29,"Sale, VIC",1944-03-05,1919-12-13,1943-07-07,7543,Former Member for Darwin (1925-1943) et al.,Former,Member,,Darwin,TAS,1925-FULL,1925-11-14,1943-07-07,1943-FULL,Retired,Member,,Darwin,TAS,1919-FULL,1919-12-13,1922-12-16,1922-FULL,Defeated,,,,,,,,,,,,,,,,,,,MORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""7U4""",S0416,,"Bell, Robert John",aph bio,,Robert,BELL,,,,Male,1950-07-22,"Hobart, TAS",2001-09-05,1990-03-07,1996-06-30,2307,Former Senator for Tasmania (1990-1996),Former,Senator,,Tasmania,TAS,1990-CASUAL4-TAS,1990-03-07,1996-06-30,1996-FULL,Defeated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""K1T""",S0202,,"Benn, Archibald Malcolm",aph bio,,Archie,BENN,,,,Male,1897-01-20,"Darling Downs, QLD",1980-04-03,1950-07-01,1968-06-30,6574,Former Senator for Queensland (1950-1968),Former,Senator,,Queensland,QLD,1949-FULL,1950-07-01,1968-06-30,1967-SENATE,Retired,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
